0,Author,DOI,Journal Title,Publication Date,Title,Academic Department Description,Course Code,Course Instructor Primary Identifier,Course Status,Course Year,Searchable ID 1,Citation Type,Reading List Code,Reading List Name
0,"Goodale, Melvyn A ; Milner, A.David",10.1016/0166-2236(92)90344-8,Trends in Neurosciences,1992,Separate visual pathways for perception and action,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Niemeier, Matthias ; Karnath, Hans-Otto",10.1007/s00221-002-1132-7,Experimental brain research,2002,Simulating and testing visual exploration in spatial neglect based on a new model for cortical coordinate transformation,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Niemeier, Matthias ; Karnath, Hans-Otto",10.1007/s00221-002-1132-7,Experimental brain research,2002,Simulating and testing visual exploration in spatial neglect based on a new model for cortical coordinate transformation,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Vallar, Giuseppe ; Vallar, Giuseppe",10.1098/rstb.1997.0126,Philosophical transactions. Biological sciences,1997-10-29,Spatial frames of reference and somatosensory processing: a neuropsychological perspective,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Vallar, Giuseppe ; Vallar, Giuseppe",10.1098/rstb.1997.0126,Philosophical transactions. Biological sciences,1997-10-29,Spatial frames of reference and somatosensory processing: a neuropsychological perspective,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Duhamel, Jean-René ; Bremmer, Frank ; BenHamed, Suliann ; Graf, Werner",10.1038/39865,Nature (London),1997-10-23,Spatial invariance of visual receptive fields in parietal cortex neurons,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Duhamel, Jean-René ; Bremmer, Frank ; BenHamed, Suliann ; Graf, Werner",10.1038/39865,Nature (London),1997-10-23,Spatial invariance of visual receptive fields in parietal cortex neurons,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Ghose, Kaushik ; Moss, Cynthia F",10.1523/JNEUROSCI.4315-05.2006,The Journal of neuroscience,2006-02-08,"Steering by Hearing: A Bat's Acoustic Gaze Is Linked to Its Flight Motor Output by a Delayed, Adaptive Linear Law",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Ghose, Kaushik ; Moss, Cynthia F",10.1523/JNEUROSCI.4315-05.2006,The Journal of neuroscience,2006-02-08,"Steering by Hearing: A Bat's Acoustic Gaze Is Linked to Its Flight Motor Output by a Delayed, Adaptive Linear Law",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Harley, Clare ; Wilkie, Richard M ; Wann, John P",10.1016/j.gaitpost.2008.10.063,Gait & posture,2008,Stepping over obstacles: Attention demands and aging,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Harley, Clare ; Wilkie, Richard M ; Wann, John P",10.1016/j.gaitpost.2008.10.063,Gait & posture,2008,Stepping over obstacles: Attention demands and aging,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Niemeier, Matthias ; Karnath, Hans-Otto",10.1016/S0960-9822(03)00171-4,Current biology,2003-04-01,Stimulus-driven and voluntary saccades are coded in different coordinate systems,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Niemeier, Matthias ; Karnath, Hans-Otto",10.1016/S0960-9822(03)00171-4,Current biology,2003-04-01,Stimulus-driven and voluntary saccades are coded in different coordinate systems,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wittlinger, Matthias ; Wehner, Rüdiger ; Wolf, Harald",10.1126/science.1126912,Science (American Association for the Advancement of Science),2006-06-30,The Ant Odometer: Stepping on Stilts and Stumps,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wittlinger, Matthias ; Wehner, Rüdiger ; Wolf, Harald",10.1126/science.1126912,Science (American Association for the Advancement of Science),2006-06-30,The Ant Odometer: Stepping on Stilts and Stumps,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Làdavas, Elisabetta ; Petronio, Alessandro ; Umiltà, Carlo",10.1016/S0010-9452(13)80083-4,Cortex,1990-09,The Deployment of Visual Attention in the Intact Field of Hemineglect Patients,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Kountouriotis, Georgios K ; Floyd, Rosalind C ; Gardner, Peter H ; Merat, Natasha ; Wilkie, Richard M",10.1037/a0026123,Journal of experimental psychology. Human perception and performance,2012-06,The Role of Gaze and Road Edge Information During High-Speed Locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wallis, Guy ; Chatziastros, Astros ; Tresilian, James ; Tomasevic, Nebojsa",10.1037/0096-1523.33.5.1127,Journal of experimental psychology. Human perception and performance,2007-10,The Role of Visual and Nonvisual Feedback in a Vehicle Steering Task,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wallis, Guy ; Chatziastros, Astros ; Tresilian, James ; Tomasevic, Nebojsa",10.1037/0096-1523.33.5.1127,Journal of experimental psychology. Human perception and performance,2007-10,The Role of Visual and Nonvisual Feedback in a Vehicle Steering Task,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wilkie, Richard M ; Wann, John P",10.1037/0096-1523.31.5.901,Journal of experimental psychology. Human perception and performance,2005-10,The Role of Visual and Nonvisual Information in the Control of Locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wilkie, Richard M ; Wann, John P",10.1037/0096-1523.31.5.901,Journal of experimental psychology. Human perception and performance,2005-10,The Role of Visual and Nonvisual Information in the Control of Locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Vallar, Giuseppe ; Perani, Daniela",10.1016/0028-3932(86)90001-1,Neuropsychologia,1986,The anatomy of unilateral neglect after right-hemisphere stroke lesions. A clinical/CT-scan correlation study in man,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Vallar, Giuseppe ; Perani, Daniela",10.1016/0028-3932(86)90001-1,Neuropsychologia,1986,The anatomy of unilateral neglect after right-hemisphere stroke lesions. A clinical/CT-scan correlation study in man,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Gepshtein, Sergei ; Burge, Johannes ; Ernst, Marc O ; Banks, Martin S",10.1167/5.11.7,"Journal of vision (Charlottesville, Va.)",2005-12-28,The combination of vision and touch depends on spatial proximity,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Gepshtein, Sergei ; Burge, Johannes ; Ernst, Marc O ; Banks, Martin S",10.1167/5.11.7,"Journal of vision (Charlottesville, Va.)",2005-12-28,The combination of vision and touch depends on spatial proximity,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,E Làdavas E et al.,10.1016/s0010-9452(13)80083-4,Cortex,1964,The deployment of visual attention in the intact field of hemineglect patients,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Haffenden, Angela M ; Schiff, Karen C ; Goodale, Melvyn A",10.1016/S0960-9822(01)00023-9,Current biology,2001-02-06,The dissociation between perception and action in the Ebbinghaus illusion: Nonillusory effects of pictorial cues on grasp,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Haffenden, Angela M ; Schiff, Karen C ; Goodale, Melvyn A",10.1016/S0960-9822(01)00023-9,Current biology,2001-02-06,The dissociation between perception and action in the Ebbinghaus illusion: Nonillusory effects of pictorial cues on grasp,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Dos Santos Lonsdale, Maria",10.1075/idj.21.3.09san,Information design journal,2014,The effect of text layout on performance: A comparison between types of questions that require different reading processes,School of Design,34855_DESN5154M,00942069,Inactive,,,Physical Article,202122_DESN5154M__8895162_1,DESN5154M: DESN5154M Reading List
0,"Riley, J. R ; Greggers, U ; Smith, A. D ; Reynolds, D. R ; Menzel, R",10.1038/nature03526,Nature,2005-05-12,The flight paths of honeybees recruited by the waggle dance,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Riley, J. R ; Greggers, U ; Smith, A. D ; Reynolds, D. R ; Menzel, R",10.1038/nature03526,Nature,2005-05-12,The flight paths of honeybees recruited by the waggle dance,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,Milner & McIntosh,10.1097/01.wco.0000191512.60368.ee,Current Opinion in Neurology,2005,The neurological basis of visual neglect,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Milner, A. David ; McIntosh, Robert D",10.1097/01.wco.0000191512.60368.ee,Current opinion in neurology,2005,The neurological basis of visual neglect,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Kountouriotis, GK ; Floyd, RC ; Gardner, PH ; Merat, N ; Wilkie, RM",10.1037/a0026123,,2012,The role of gaze and road edge information during high-speed locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Bottini, G ; Cappa, S ; Geminiani, G ; Sterzi, R",10.1016/0028-3932(90)90024-I,Neuropsychologia,1990,Topographic disorientation—A case report,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Bottini, G ; Cappa, S ; Geminiani, G ; Sterzi, R",10.1016/0028-3932(90)90024-I,Neuropsychologia,1990,Topographic disorientation—A case report,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Maguire, Eleanor A ; Burke, Teresa ; Phillips, Jack ; Staunton, Hugh",10.1016/0028-3932(96)00022-X,Neuropsychologia,1996,Topographical disorientation following unilateral temporal lobe lesions in humans,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Maguire, Eleanor A ; Burke, Teresa ; Phillips, Jack ; Staunton, Hugh",10.1016/0028-3932(96)00022-X,Neuropsychologia,1996,Topographical disorientation following unilateral temporal lobe lesions in humans,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wilkie, R. M ; Kountouriotis, G. K ; Merat, N ; Wann, J. P",10.1007/s00221-010-2321-4,Experimental brain research,2010-06-17,Using vision to control locomotion: looking where you want to go,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wilkie, R. M ; Kountouriotis, G. K ; Merat, N ; Wann, J. P",10.1007/s00221-010-2321-4,Experimental brain research,2010-06-17,Using vision to control locomotion: looking where you want to go,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Loomis, Jack M ; Da Silva, José A ; Fujita, Naofumi ; Fukusima, Sergio S",10.1037/0096-1523.18.4.906,Journal of experimental psychology. Human perception and performance,1992-11,Visual Space Perception and Visually Directed Action,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Loomis, Jack M ; Da Silva, José A ; Fujita, Naofumi ; Fukusima, Sergio S",10.1037/0096-1523.18.4.906,Journal of experimental psychology. Human perception and performance,1992-11,Visual Space Perception and Visually Directed Action,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Zihl, J",10.1016/0028-3932(94)00119-A,Neuropsychologia,1995-03,Visual scanning behavior in patients with homonymous hemianopia,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Zihl, J",10.1016/0028-3932(94)00119-A,Neuropsychologia,1995-03,Visual scanning behavior in patients with homonymous hemianopia,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Cloete, Steven ; Wallis, Guy",10.1007/s00221-010-2530-x,Experimental brain research,2011-01-09,Visuomotor control of steering: the artefact of the matter,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Cloete, Steven ; Wallis, Guy",10.1007/s00221-010-2530-x,Experimental brain research,2011-01-09,Visuomotor control of steering: the artefact of the matter,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Marshall, John C ; Halligan, Peter W",10.1016/S0010-9452(89)80065-6,Cortex,1989-09,When Right Goes Left: An Investigation of Line Bisection in a Case of Visual Neglect,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Marshall JC, Halligan PW.",https://doi.org/10.1016/S0010-9452(89)80065-6,Cortex,1964,When right goes left: an investigation of line bisection in a case of visual neglect.,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Land, M. F ; Lee, D. N",10.1038/369742a0,Nature (London),1994-06-30,Where we look when we steer,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Land, M. F ; Lee, D. N",10.1038/369742a0,Nature (London),1994-06-30,Where we look when we steer,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Salvucci, Dario D ; Gray, Rob",10.1068/p5343,Perception (London),2004-10,✱A Two-Point Visual Control Model of Steering,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Salvucci, Dario D ; Gray, Rob",10.1068/p5343,Perception (London),2004-10,✱A Two-Point Visual Control Model of Steering,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Billington, Jac ; Field, David T ; Wilkie, Richard M ; Wann, John P",10.1037/a0018728,Journal of experimental psychology. Human perception and performance,2010-12,✱An fMRI Study of Parietal Cortex Involvement in the Visual Guidance of Locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Billington, Jac ; Field, David T ; Wilkie, Richard M ; Wann, John P",10.1037/a0018728,Journal of experimental psychology. Human perception and performance,2010-12,✱An fMRI Study of Parietal Cortex Involvement in the Visual Guidance of Locomotion,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Körding, Konrad P ; Wolpert, Daniel M",10.1038/nature02169,Nature,2004-01-15,✱Bayesian integration in sensorimotor learning,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Körding, Konrad P ; Wolpert, Daniel M",10.1038/nature02169,Nature,2004-01-15,✱Bayesian integration in sensorimotor learning,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Kahana, Michael J ; Fried, Itzhak ; Ekstrom, Arne D ; Caplan, Jeremy B ; Fields, Tony A ; Isham, Eve A ; Newman, Ehren L",10.1038/nature01964,Nature,2003-09-11,✱Cellular networks underlying human spatial navigation,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Kahana, Michael J ; Fried, Itzhak ; Ekstrom, Arne D ; Caplan, Jeremy B ; Fields, Tony A ; Isham, Eve A ; Newman, Ehren L",10.1038/nature01964,Nature,2003-09-11,✱Cellular networks underlying human spatial navigation,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wilkie, Richard ; Wann, John",10.1037/0096-1523.29.2.363,Journal of experimental psychology. Human perception and performance,2003-04,"✱Controlling Steering and Judging Heading: Retinal Flow, Visual Direction, and Extraretinal Information",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wilkie, Richard ; Wann, John",10.1037/0096-1523.29.2.363,Journal of experimental psychology. Human perception and performance,2003-04,"✱Controlling Steering and Judging Heading: Retinal Flow, Visual Direction, and Extraretinal Information",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Srinivasan, Mandyan V ; Zhang, Shaowu ; Altwein, Monika ; Tautz, Jürgen",10.1126/science.287.5454.851,Science (American Association for the Advancement of Science),2000-02-04,"✱Honeybee Navigation: Nature and Calibration of the ""Odometer""",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Srinivasan, Mandyan V ; Zhang, Shaowu ; Altwein, Monika ; Tautz, Jürgen",10.1126/science.287.5454.851,Science (American Association for the Advancement of Science),2000-02-04,"✱Honeybee Navigation: Nature and Calibration of the ""Odometer""",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,Brenner & Smeets (2007),https://doi.org/10.1016/S0010-9452(08)70482-9,Cortex (Online),1964,"✱Insights about seeing, Review of Sight Unseen by Goodale & Milner (2005)",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,Brenner & Smeets,https://doi.org/10.1016/S0010-9452(08)70482-9,Cortex,1964,"✱Insights about seeing, Review of Sight Unseen by Goodale & Milner (2005),",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Karnath, Hans-Otto ; Karnath, Hans-Otto",10.1098/rstb.1997.0127,Philosophical transactions. Biological sciences,1997-10-29,"✱Karnath, HO (1997) Spatial orientation and the representation of space with parietal lobe lesions Philosophical transactions",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Fink, Gereon R ; Marshall, J.C ; Shah, N.J ; Weiss, P.H ; Halligan, P.W ; Grosse-Ruyken, M ; Ziemons, K ; Zilles, K ; Freund, H.-J",10.1212/WNL.54.6.1324,Neurology,2000-03-28,✱Line bisection judgments implicate right parietal cortex and cerebellum as assessed by fMRI,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Fink, Gereon R ; Marshall, J.C ; Shah, N.J ; Weiss, P.H ; Halligan, P.W ; Grosse-Ruyken, M ; Ziemons, K ; Zilles, K ; Freund, H.-J",10.1212/WNL.54.6.1324,Neurology,2000-03-28,✱Line bisection judgments implicate right parietal cortex and cerebellum as assessed by fMRI,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Wilkie, Richard ; Wann, John ; Allison, Robert",10.1145/1870076.1870077,ACM transactions on applied perception,2011-01-01,✱Modeling locomotor control: The advantages of mobile gaze,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Wilkie, Richard ; Wann, John ; Allison, Robert",10.1145/1870076.1870077,ACM transactions on applied perception,2011-01-01,✱Modeling locomotor control: The advantages of mobile gaze,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Andersen, Richard A",10.1098/rstb.1997.0128,Philosophical transactions. Biological sciences,1997-10-29,✱Multimodal integration for the representation of space in the posterior parietal cortex,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Andersen, Richard A",10.1098/rstb.1997.0128,Philosophical transactions. Biological sciences,1997-10-29,✱Multimodal integration for the representation of space in the posterior parietal cortex,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Maguire, Eleanor A ; Gadian, David G ; Johnsrude, Ingrid S ; Good, Catriona D ; Ashburner, John ; Frackowiak, Richard S. J ; Frith, Christopher D",10.1073/pnas.070039597,Proceedings of the National Academy of Sciences - PNAS,2000-04-11,✱Navigation-Related Structural Change in the Hippocampi of Taxi Drivers,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Maguire, Eleanor A ; Gadian, David G ; Johnsrude, Ingrid S ; Good, Catriona D ; Ashburner, John ; Frackowiak, Richard S. J ; Frith, Christopher D",10.1073/pnas.070039597,Proceedings of the National Academy of Sciences - PNAS,2000-04-11,✱Navigation-Related Structural Change in the Hippocampi of Taxi Drivers,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Mishkin, Mortimer ; Ungerleider, Leslie G ; Macko, Kathleen A",10.1016/0166-2236(83)90190-X,Trends in Neurosciences,1983,✱Object vision and spatial vision: two cortical pathways,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Mishkin, Mortimer ; Ungerleider, Leslie G ; Macko, Kathleen A",10.1016/0166-2236(83)90190-X,Trends in Neurosciences,1983,✱Object vision and spatial vision: two cortical pathways,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Karnath, Hans-Otto ; Karnath, Hans-Otto",10.1098/rstb.1997.0127,Philosophical transactions. Biological sciences,1997-10-29,✱Spatial orientation and the representation of space with parietal lobe lesions,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Hartley, Tom ; Maguire, Eleanor A ; Spiers, Hugo J ; Burgess, Neil",10.1016/S0896-6273(03)00095-3,"Neuron (Cambridge, Mass.)",2003,✱The Well-Worn Route and the Path Less Traveled: Distinct Neural Bases of Route Following and Wayfinding in Humans,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Hartley, Tom ; Maguire, Eleanor A ; Spiers, Hugo J ; Burgess, Neil",10.1016/S0896-6273(03)00095-3,"Neuron (Cambridge, Mass.)",2003,✱The Well-Worn Route and the Path Less Traveled: Distinct Neural Bases of Route Following and Wayfinding in Humans,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Spiers, Hugo J ; Maguire, Eleanor A",10.1016/j.neuroimage.2006.01.037,"NeuroImage (Orlando, Fla.)",2006,"✱Thoughts, behaviour, and brain dynamics during navigation in the real world",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Spiers, Hugo J ; Maguire, Eleanor A",10.1016/j.neuroimage.2006.01.037,"NeuroImage (Orlando, Fla.)",2006,"✱Thoughts, behaviour, and brain dynamics during navigation in the real world",School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,"Bisiach, Edoardo ; Luzzatti, Claudio",10.1016/S0010-9452(78)80016-1,Cortex,1978-03,✱Unilateral Neglect of Representational Space,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List
0,Bisiach & Luzzatti,https://doi.org/10.1016/S0010-9452(78)80016-1,Cortex,1978,✱Unilateral neglect of representational space,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Land, Michael ; Horwood, Julia",10.1038/377339a0,Nature (London),1995-09-28,✱Which parts of the road guide steering?,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__8994937_1,PSYC3505: Module Reading List
0,"Land, Michael ; Horwood, Julia",10.1038/377339a0,Nature (London),1995-09-28,✱Which parts of the road guide steering?,School of Psychology,25874_PSYC3505,,Inactive,,,Physical Article,202122_PSYC3505__9390772_1,PSYC3505: Module Reading List